,row_id,wap_mean,wap_std,log_return_mean,log_return_std,ask_size_mean,ask_size_std,ask_price_mean,ask_price_std,bid_size_mean,bid_size_std,bid_price_mean,bid_price_std,actual_price_mean,actual_price_std,size_mean,size_std,order_count_mean,order_count_std,target
1121,110-9367,1.003551722,0.001158857,3.40E-06,0.000450466,33.96143959,69.99709901,1.00409174,0.001033479,73.20051414,68.06168291,1.002160907,0.001055447,1.00002718,0.003324217,137.5788594,222.7686834,2.814852362,3.395486288,0.009575209
1122,110-9377,1.000708222,0.000553208,5.20E-07,0.000218631,69.79904306,61.06559996,1.000910997,0.000495053,234.84689,247.4715514,1.000209928,0.000643728,1.00002718,0.003324217,137.5788594,222.7686834,2.814852362,3.395486288,0.001827048
1123,110-9381,1.000204325,0.000352986,1.74E-06,0.000118153,180.9483395,180.5678828,1.000451922,0.000426925,178.6309963,154.8299796,0.999961376,0.000246827,1.00002718,0.003324217,137.5788594,222.7686834,2.814852362,3.395486288,0.002186335
1124,110-9396,1.000223398,0.000297265,5.50E-07,0.000170009,111.3692615,50.66617583,1.000607729,0.000233756,63.03393214,59.81395194,1.000047684,0.000217871,1.00002718,0.003324217,137.5788594,222.7686834,2.814852362,3.395486288,0.003458738
1125,110-9427,0.995765448,0.002029897,-6.40E-06,7.39E-04,142.7205882,121.0813938,0.997388482,0.002591276,126.8235294,123.4028523,0.994630456,0.002172421,1.00002718,0.003324217,137.5788594,222.7686834,2.814852362,3.395486288,0.007291684
1126,110-9431,1.000445008,0.00033997,-5.27E-07,0.000235133,111.0324324,66.72794398,1.001153708,0.000483742,17.27027027,24.97264661,1.000300169,0.000308958,1.00002718,0.003324217,137.5788594,222.7686834,2.814852362,3.395486288,0.002254174
1127,110-9438,1.001480222,0.002374477,9.03E-06,0.000233263,71.47018739,104.061778,1.001628757,0.002386235,363.6916525,288.9630076,1.000980854,0.002420995,1.00002718,0.003324217,137.5788594,222.7686834,2.814852362,3.395486288,0.006307378
1128,110-9445,0.996799886,0.000895913,-7.61E-06,3.98E-04,113.5231144,144.3766798,0.997439206,0.000660869,131.4574209,175.5513823,0.996119142,0.000900019,1.00002718,0.003324217,137.5788594,222.7686834,2.814852362,3.395486288,0.008516365
1129,110-9448,1.000796318,0.000637043,2.96E-06,0.000471074,130.7918089,111.1192791,1.001453757,0.000490292,150.8532423,99.5254268,1.00001204,0.000673028,1.00002718,0.003324217,137.5788594,222.7686834,2.814852362,3.395486288,0.003597067
1130,110-9456,0.999562919,0.000262204,-2.96E-06,1.63E-04,115.5906433,100.704908,0.999940932,0.000181095,96.55555556,58.39954785,0.999154985,0.000194106,1.00002718,0.003324217,137.5788594,222.7686834,2.814852362,3.395486288,0.004046534
1131,110-9465,1.001562119,0.000711637,8.86E-06,0.000121262,121.3344948,95.29134362,1.00180161,0.00065083,217.7770035,138.6733815,1.001119018,0.000630784,1.00002718,0.003324217,137.5788594,222.7686834,2.814852362,3.395486288,0.002108662
1132,110-9493,1.000318646,0.000296925,-2.03E-06,1.79E-04,152.5619048,63.16506517,1.001082778,0.00028166,37.1047619,49.07194949,1.000144601,0.000303521,1.00002718,0.003324217,137.5788594,222.7686834,2.814852362,3.395486288,0.002788832
1133,110-9496,1.00033462,0.000594093,1.83E-06,0.000140316,112.4149909,74.88781349,1.000604272,0.000596526,90.80438757,85.72989859,1.000166059,0.000569727,1.00002718,0.003324217,137.5788594,222.7686834,2.814852362,3.395486288,0.003078748
1134,110-9501,0.997866154,0.001693143,-1.18E-05,1.70E-04,145.7176166,72.31335528,0.998267293,0.001648364,175.2072539,106.3728241,0.997441113,0.001654958,1.00002718,0.003324217,137.5788594,222.7686834,2.814852362,3.395486288,0.004036506
1135,110-9518,1.001082778,0.000766985,2.22E-05,0.000167409,127.7518797,106.8819376,1.001484752,0.000703674,116.4210526,58.44878755,1.0006845,0.000703542,1.00002718,0.003324217,137.5788594,222.7686834,2.814852362,3.395486288,0.00140572
1136,110-9557,1.001149654,0.001625933,1.71E-06,7.63E-04,173.8475073,97.47630286,1.004085302,0.002029788,75,95.81440393,1.000145316,0.001559531,1.00002718,0.003324217,137.5788594,222.7686834,2.814852362,3.395486288,0.014364502
1137,110-9564,1.003651738,0.001152826,-9.13E-07,0.000206386,129.2672414,65.30623461,1.004013777,0.001172891,116.2913793,64.27114622,1.003331065,0.001154651,1.00002718,0.003324217,137.5788594,222.7686834,2.814852362,3.395486288,0.004853976
1138,110-9583,1.002018213,0.002030491,2.11E-05,4.47E-04,137.9551724,194.3372592,1.002559066,0.002086681,198.2344828,183.1313373,1.001100183,0.001965925,1.00002718,0.003324217,137.5788594,222.7686834,2.814852362,3.395486288,0.003608554
1139,110-9606,1.001849055,0.000448197,3.37E-06,2.21E-04,131.1631799,106.8940541,1.002493024,0.000312748,75.06694561,61.67306485,1.001392007,0.000247167,1.00002718,0.003324217,137.5788594,222.7686834,2.814852362,3.395486288,0.005246609
1140,110-9610,1.005601525,0.002791319,1.21E-05,2.95E-04,141.0136519,123.9539471,1.005952001,0.002816238,123.6382253,72.64727221,1.005244493,0.002770188,1.00002718,0.003324217,137.5788594,222.7686834,2.814852362,3.395486288,0.005141498
1141,110-9633,0.997591794,0.001093225,-7.66E-06,0.000154676,376.877193,304.7495815,0.997901261,0.001077502,142.3567251,114.9054498,0.997401178,0.001140355,1.00002718,0.003324217,137.5788594,222.7686834,2.814852362,3.395486288,0.003359244
1142,110-9640,0.998590231,0.000797454,-6.55E-06,0.000173694,165.0574163,97.34724995,0.999063671,0.000742724,92.50717703,74.10745315,0.99825573,0.000725494,1.00002718,0.003324217,137.5788594,222.7686834,2.814852362,3.395486288,0.002473475
1143,110-9659,0.998917341,0.000490662,-3.79E-06,0.000158708,126.7256318,73.50573283,0.999180734,0.000493532,125.1805054,77.64245438,0.998652697,0.000481668,1.00002718,0.003324217,137.5788594,222.7686834,2.814852362,3.395486288,0.003270906
1144,110-9664,1.000545621,0.000311356,3.22E-06,2.23E-04,74.95890411,47.15737198,1.000900745,0.000197121,117.1780822,71.87089939,0.999874711,0.000387202,1.00002718,0.003324217,137.5788594,222.7686834,2.814852362,3.395486288,0.003572882
1145,110-9665,0.99788177,0.001769015,-7.21E-06,2.17E-04,163.6596491,165.1479604,0.998213291,0.001849672,177.4789474,164.6479775,0.997533321,0.001813518,1.00002718,0.003324217,137.5788594,222.7686834,2.814852362,3.395486288,0.006179726
1146,110-9674,1.00272727,0.001749494,-3.34E-06,0.000429786,171.2703252,117.7013467,1.003317118,0.001810736,227.7682927,164.2123556,1.001923203,0.001772714,1.00002718,0.003324217,137.5788594,222.7686834,2.814852362,3.395486288,0.016401924
1147,110-9687,0.998739541,0.00066162,-4.46E-06,0.000148208,198.7131783,151.8800852,0.998956501,0.00069634,200.372093,134.5785984,0.998486876,0.000685029,1.00002718,0.003324217,137.5788594,222.7686834,2.814852362,3.395486288,0.003139785
1148,110-9694,1.002157092,0.0005426,9.06E-06,0.000240202,131.8112245,92.87449528,1.002899289,0.000452792,133.9132653,93.52798911,1.001459241,0.000476624,1.00002718,0.003324217,137.5788594,222.7686834,2.814852362,3.395486288,0.006321318
1149,110-9700,0.998336613,0.000771342,-5.21E-06,1.87E-04,113.1534653,57.9452582,0.998877525,0.000764157,125.8069307,58.17299087,0.997738779,0.000821974,1.00002718,0.003324217,137.5788594,222.7686834,2.814852362,3.395486288,0.003294463
1150,110-9720,0.996704578,0.00073591,-1.34E-07,0.000128742,144.8619403,95.66162898,0.996948719,0.000729164,125.7910448,88.60637091,0.996496081,0.000754206,1.00002718,0.003324217,137.5788594,222.7686834,2.814852362,3.395486288,0.003594432
1151,110-9735,1.001684189,0.000910702,7.16E-06,0.000203674,110.0942029,72.28491597,1.002022743,0.000877243,85.78985507,95.67947496,1.001488686,0.000891554,1.00002718,0.003324217,137.5788594,222.7686834,2.814852362,3.395486288,0.005207428
1152,110-9737,1.001103878,0.001475771,4.77E-06,0.000197526,182.6323024,131.1481623,1.001474619,0.001460648,140.2989691,109.6973616,1.000840902,0.001459742,1.00002718,0.003324217,137.5788594,222.7686834,2.814852362,3.395486288,0.004139213
1153,110-9748,1.002410889,0.000724908,4.36E-06,0.000204214,158.7636986,168.3723853,1.002763748,0.000685611,109.8424658,97.08218705,1.001989126,0.000589082,1.00002718,0.003324217,137.5788594,222.7686834,2.814852362,3.395486288,0.0027978
1154,110-9752,1.001965761,0.000812612,-1.14E-05,4.55E-04,87.7125,67.57054432,1.002498269,0.000675848,211.03125,139.6111591,1.000813842,0.000909779,1.00002718,0.003324217,137.5788594,222.7686834,2.814852362,3.395486288,0.006624513
1155,110-9759,1.000043869,0.000734598,-8.85E-06,2.94E-04,172.9290541,126.1174259,1.000879645,0.000816563,84.21621622,90.8970765,0.999697924,0.000596,1.00002718,0.003324217,137.5788594,222.7686834,2.814852362,3.395486288,0.004926888
1156,110-9770,0.997310221,0.001509444,6.94E-06,0.000306084,118.7871287,117.5841148,0.997590184,0.001491192,345.4084158,215.9617281,0.996503174,0.00158337,1.00002718,0.003324217,137.5788594,222.7686834,2.814852362,3.395486288,0.007349286
1157,110-9779,1.004272699,0.004298744,3.34E-05,0.000693978,205.2173913,189.205933,1.005855918,0.003799728,221.2727273,190.3055832,1.002466321,0.004225577,1.00002718,0.003324217,137.5788594,222.7686834,2.814852362,3.395486288,0.013713225
1158,110-9787,0.997725666,0.001464052,-4.59E-06,0.000254148,133.16609,188.6630608,0.998030901,0.001399068,144.7058824,136.1304171,0.99723655,0.001440309,1.00002718,0.003324217,137.5788594,222.7686834,2.814852362,3.395486288,0.006262627
1159,110-9797,0.999431789,0.00063584,-2.00E-06,0.000374831,159.925,104.4483893,1.000192642,0.000650684,84.7875,82.0080827,0.999022186,0.000587329,1.00002718,0.003324217,137.5788594,222.7686834,2.814852362,3.395486288,0.004105961
1160,110-9819,0.99932158,0.000529716,-5.98E-06,4.00E-04,115.1438849,56.9990543,1.000098586,0.000353008,78.39568345,76.206586,0.998747706,0.000424688,1.00002718,0.003324217,137.5788594,222.7686834,2.814852362,3.395486288,0.002396025
1161,110-9822,1.001798868,0.000477219,4.62E-06,1.60E-04,18.81684982,33.00539408,1.001945257,0.000548458,110.1941392,88.72567419,1.001285911,0.000512303,1.00002718,0.003324217,137.5788594,222.7686834,2.814852362,3.395486288,0.005737633
1162,110-9846,0.999030948,0.000378399,-4.41E-07,9.82E-05,364.2115385,228.6526875,0.999337077,0.000386469,156.0897436,138.309124,0.998888314,0.000353992,1.00002718,0.003324217,137.5788594,222.7686834,2.814852362,3.395486288,0.00260931
1163,110-9862,1.000172377,0.001280793,-1.25E-06,3.85E-04,303.558753,164.4125382,1.000867724,0.001297365,259,255.5263233,0.999644756,0.001317374,1.00002718,0.003324217,137.5788594,222.7686834,2.814852362,3.395486288,0.005980362
1164,110-9866,1.002519131,0.000949514,3.80E-06,0.000175721,147.36,108.8921587,1.002817154,0.000933333,148.4072727,146.5985483,1.00221765,0.000959172,1.00002718,0.003324217,137.5788594,222.7686834,2.814852362,3.395486288,0.003362079
1165,110-9869,0.999974132,0.000851382,-1.61E-05,0.00020247,154.2666667,127.4526279,1.000288367,0.000874041,133.2121212,91.33186524,0.999607325,0.000942243,1.00002718,0.003324217,137.5788594,222.7686834,2.814852362,3.395486288,0.0040435
1166,110-9885,0.994227648,0.002264734,-1.46E-05,0.000365107,318.6643026,211.4690006,0.994876206,0.00219255,253.6217494,168.6606388,0.993675292,0.00222421,1.00002718,0.003324217,137.5788594,222.7686834,2.814852362,3.395486288,0.007111274
1167,110-9887,1.000145793,0.000264756,2.27E-06,0.000172509,119.4979592,98.02691269,1.000465631,0.000260176,114.2612245,59.99901917,0.999766052,0.000246505,1.00002718,0.003324217,137.5788594,222.7686834,2.814852362,3.395486288,0.003220597
1168,110-9889,1.006116509,0.004271382,2.50E-05,0.000411872,95.10741688,67.96989319,1.006964564,0.004282734,112.4859335,105.9036775,1.005304337,0.004197249,1.00002718,0.003324217,137.5788594,222.7686834,2.814852362,3.395486288,0.00634779
1169,110-9890,0.998226166,0.000506918,3.28E-07,0.000150013,223.2058824,259.588799,0.99848181,0.000519922,204.272549,129.0805258,0.997959256,0.000518628,1.00002718,0.003324217,137.5788594,222.7686834,2.814852362,3.395486288,0.003105572
1170,110-9914,1.002558827,0.000729499,1.16E-05,2.13E-04,137.6927711,91.12905705,1.003039837,0.000619935,104.3554217,156.1560996,1.002279997,0.000666247,1.00002718,0.003324217,137.5788594,222.7686834,2.814852362,3.395486288,0.00215332
1171,110-9918,0.999893904,0.000746836,-2.70E-06,2.63E-04,157.2958801,106.73873,1.001028895,0.000577344,24.32209738,30.60998287,0.999508739,0.000430847,1.00002718,0.003324217,137.5788594,222.7686834,2.814852362,3.395486288,0.008087828
1172,110-9932,1.011584044,0.003697234,1.01E-05,0.000550715,324.5644283,250.6339796,1.012479901,0.003651267,266.076225,184.8904088,1.010850906,0.003580417,1.00002718,0.003324217,137.5788594,222.7686834,2.814852362,3.395486288,0.012085327
1173,110-9935,1.000357032,0.0010705,2.98E-06,0.000185514,184.300885,95.78889364,1.000687838,0.001058031,148.580531,73.68797531,1.000079513,0.001095328,1.00002718,0.003324217,137.5788594,222.7686834,2.814852362,3.395486288,0.003518908
1174,110-9936,0.999481618,0.002049625,-8.17E-06,0.000329714,85.02861953,49.06595543,0.999852061,0.00202715,71.51851852,60.11493063,0.999199331,0.002046832,1.00002718,0.003324217,137.5788594,222.7686834,2.814852362,3.395486288,0.007737527
1175,110-9940,1.000014782,0.000412685,2.16E-06,8.37E-05,379.7707809,133.8706799,1.000311613,0.000422679,143.2594458,175.3073367,0.999907851,0.000426804,1.00002718,0.003324217,137.5788594,222.7686834,2.814852362,3.395486288,0.001620519
1176,110-9947,0.998128295,0.000785013,-6.56E-06,4.10E-04,108.6894198,102.65067,0.998931587,0.000653152,51.60409556,53.78941928,0.997709811,0.000576589,1.00002718,0.003324217,137.5788594,222.7686834,2.814852362,3.395486288,0.002786513
1177,110-9960,1.000290155,0.001240081,7.06E-06,2.96E-04,168.8403361,157.6170605,1.000614285,0.001210109,284.0302521,168.5110546,0.999763668,0.001211486,1.00002718,0.003324217,137.5788594,222.7686834,2.814852362,3.395486288,0.008041753
1178,110-9967,0.99817127,0.001769035,-5.32E-06,0.000314177,292.7324324,299.3320048,0.998755515,0.001842106,133.7810811,223.5656071,0.997697651,0.001785688,1.00002718,0.003324217,137.5788594,222.7686834,2.814852362,3.395486288,0.005053885
1179,110-9970,1.002599716,0.001547987,1.31E-05,6.37E-04,157.1725664,147.9680446,1.004177809,0.001212624,82.2300885,84.4366498,1.001676083,0.00149519,1.00002718,0.003324217,137.5788594,222.7686834,2.814852362,3.395486288,0.015329045
1180,110-9972,1.000350952,0.000455259,7.04E-06,0.000208991,221.7789474,145.4225155,1.001361609,0.000596984,47.64912281,51.53143825,1.000149965,0.000383484,1.00002718,0.003324217,137.5788594,222.7686834,2.814852362,3.395486288,0.004227545
1181,110-9973,0.996958017,0.004989908,-2.95E-05,0.000807561,588.4888268,309.3885243,0.997920215,0.004549908,526.527933,338.7467065,0.995955288,0.00551716,1.00002718,0.003324217,137.5788594,222.7686834,2.814852362,3.395486288,0.010477953
1182,110-9976,0.997501671,0.001003155,-3.17E-06,3.65E-04,155.3759398,134.2682533,0.997842968,0.000944432,354.5137845,254.363259,0.996890962,0.000961793,1.00002718,0.003324217,137.5788594,222.7686834,2.814852362,3.395486288,0.004719531
1183,110-9988,1.001117229,0.000571131,6.02E-06,0.000210253,72.04961832,78.66034348,1.001523137,0.000380386,85.5,87.05499869,1.000737786,0.000495629,1.00002718,0.003324217,137.5788594,222.7686834,2.814852362,3.395486288,0.003652872
1184,110-9993,1.00002408,0.000486099,-4.52E-06,1.44E-04,120.5902439,99.29905269,1.000399947,0.000427258,173.6146341,107.7613684,0.99946779,0.000478804,1.00002718,0.003324217,137.5788594,222.7686834,2.814852362,3.395486288,0.001548202
1185,110-10000,1.000202656,0.000327848,2.12E-06,1.08E-04,354.4298643,142.1200375,1.000521302,0.000288857,124.7330317,140.9601389,1.000100136,0.000309681,1.00002718,0.003324217,137.5788594,222.7686834,2.814852362,3.395486288,0.002512487
1186,110-10005,1.003097892,0.000810342,9.85E-06,0.00034431,300.9578544,276.0654781,1.003756762,0.000684795,218.9578544,177.7856806,1.002550602,0.000803029,1.00002718,0.003324217,137.5788594,222.7686834,2.814852362,3.395486288,0.005974115
1187,110-10017,0.9998613,0.003096679,-9.64E-06,0.000655324,192.7057654,180.2755331,1.000893831,0.00287659,151.6361829,104.3949215,0.999127924,0.002988012,1.00002718,0.003324217,137.5788594,222.7686834,2.814852362,3.395486288,0.016523127
1188,110-10030,1.000486016,0.000416917,8.31E-06,0.000216412,89.44594595,52.49843141,1.000879169,0.000407314,143.2522523,78.82249587,0.99989146,0.000311667,1.00002718,0.003324217,137.5788594,222.7686834,2.814852362,3.395486288,0.00293956
1189,110-10035,1.000818372,0.000544842,1.65E-06,0.000306987,47.9494382,50.89440408,1.001270652,0.00038624,45.43258427,87.8847374,1.00041914,0.000612953,1.00002718,0.003324217,137.5788594,222.7686834,2.814852362,3.395486288,0.004494361
1190,110-10040,1.001340032,0.000411186,2.19E-06,0.000136973,154.8817204,131.2824069,1.001584768,0.000401235,119.3942652,65.7064532,1.00112462,0.000398767,1.00002718,0.003324217,137.5788594,222.7686834,2.814852362,3.395486288,0.003334408
1191,110-10042,1.006193995,0.002079557,1.42E-05,0.00055589,147.0917226,123.6207244,1.00752008,0.002037311,72.4787472,91.31475586,1.00534296,0.002075247,1.00002718,0.003324217,137.5788594,222.7686834,2.814852362,3.395486288,0.012995863
1192,110-10045,1.001813173,0.000972415,4.28E-07,0.000251252,82.84107143,51.30659283,1.002075672,0.001002324,96.44464286,38.97745516,1.001480937,0.000986904,1.00002718,0.003324217,137.5788594,222.7686834,2.814852362,3.395486288,0.00526102
1193,110-10070,0.998848677,0.000330383,7.17E-07,1.04E-04,339.297561,160.2421128,0.999185026,0.000314727,54.20731707,85.57627716,0.998779416,0.000333399,1.00002718,0.003324217,137.5788594,222.7686834,2.814852362,3.395486288,0.002139331
1194,110-10071,1.002422333,0.001016847,-1.87E-06,0.000656578,98.77316294,110.2166703,1.003414273,0.001082947,55.77955272,56.46912559,1.001610994,0.000892325,1.00002718,0.003324217,137.5788594,222.7686834,2.814852362,3.395486288,0.007021207
1195,110-10072,1.00011158,0.000553195,4.79E-07,1.56E-04,77.46768061,76.13270544,1.000373125,0.000461274,172.3764259,128.4188004,0.999613583,0.000453261,1.00002718,0.003324217,137.5788594,222.7686834,2.814852362,3.395486288,0.002049439
1196,110-10081,0.998489141,0.000560775,-5.02E-06,0.000344843,209.2675676,141.522696,0.999117136,0.000602042,187.3567568,73.63218683,0.997831285,0.000458603,1.00002718,0.003324217,137.5788594,222.7686834,2.814852362,3.395486288,0.004090676
1197,110-10088,1.004185677,0.002453789,8.37E-07,0.000486187,216.2926829,153.6395513,1.00518775,0.002407381,115.5853659,107.077312,1.003657699,0.002385883,1.00002718,0.003324217,137.5788594,222.7686834,2.814852362,3.395486288,0.010505262
1198,110-10100,0.999903798,0.000485466,2.71E-06,1.39E-04,143.6519608,130.8663118,1.000179052,0.000425941,155.0931373,71.65211627,0.999462366,0.000284186,1.00002718,0.003324217,137.5788594,222.7686834,2.814852362,3.395486288,0.002169008
1199,110-10105,0.999845445,0.001954607,6.03E-06,0.000270438,68.39003436,80.9087421,1.000093699,0.001895506,102.7044674,73.56890723,0.999471247,0.00194547,1.00002718,0.003324217,137.5788594,222.7686834,2.814852362,3.395486288,0.006712376
1200,110-10111,0.997469425,0.000450286,7.37E-07,1.46E-04,124.7866928,88.77813003,0.997711957,0.000435069,205.3444227,168.5738296,0.997136295,0.000426113,1.00002718,0.003324217,137.5788594,222.7686834,2.814852362,3.395486288,0.003883887
1201,110-10113,0.998684645,0.000472313,-6.98E-06,0.00013662,91.13986014,76.65898525,0.998890281,0.000398901,89.27972028,79.66297014,0.998466253,0.000348484,1.00002718,0.003324217,137.5788594,222.7686834,2.814852362,3.395486288,0.002907943
1202,110-10123,0.998434007,0.000596123,1.71E-07,0.00029904,80.31067961,70.81790658,0.998845458,0.000539859,145.4854369,140.7935901,0.997862458,0.000395658,1.00002718,0.003324217,137.5788594,222.7686834,2.814852362,3.395486288,0.003446736
1203,110-10135,1.002775431,0.001428339,6.50E-06,0.000313741,376.2011173,290.3152615,1.004189134,0.001745964,162.7653631,250.9009775,1.002456307,0.001430826,1.00002718,0.003324217,137.5788594,222.7686834,2.814852362,3.395486288,0.006535072
1204,110-10150,0.998996675,0.000699385,-1.25E-06,0.000125317,175.240942,99.41293151,0.999308467,0.000713634,110.3134058,77.96137511,0.998803496,0.000666741,1.00002718,0.003324217,137.5788594,222.7686834,2.814852362,3.395486288,0.003142886
1205,110-10163,0.999250352,0.00043726,1.25E-06,0.00016764,111.7903226,81.43242739,0.99981457,0.000333197,96.03225806,70.14003826,0.998827994,0.000308735,1.00002718,0.003324217,137.5788594,222.7686834,2.814852362,3.395486288,0.002756012
1206,110-10171,0.996351242,0.001417948,-1.15E-05,1.53E-04,159.5947712,97.34912246,0.997037888,0.001377612,35.03921569,45.6754599,0.996199846,0.001495342,1.00002718,0.003324217,137.5788594,222.7686834,2.814852362,3.395486288,0.004953953
1207,110-10186,1.001602173,0.000857871,6.16E-07,1.51E-04,142.9824253,72.81425124,1.001893997,0.000824977,126.6203866,132.7083401,1.001386523,0.000839906,1.00002718,0.003324217,137.5788594,222.7686834,2.814852362,3.395486288,0.003271323
1208,110-10191,0.999309659,0.00059402,1.76E-06,9.87E-05,202.6835206,133.9934858,0.999594569,0.000557974,116.241573,96.89105153,0.999142051,0.000564102,1.00002718,0.003324217,137.5788594,222.7686834,2.814852362,3.395486288,0.002433838
1209,110-10206,1.000113845,0.00027392,1.73E-06,0.000217754,184.5642857,95.58643011,1.000506401,0.000262611,165.0357143,81.86305556,0.999734581,0.000158572,1.00002718,0.003324217,137.5788594,222.7686834,2.814852362,3.395486288,0.002467176
1210,110-10209,0.999363959,0.000847573,5.78E-06,0.00026334,121.7572016,65.56860879,1.000133276,0.000829319,71.9382716,74.99250855,0.998976707,0.000616344,1.00002718,0.003324217,137.5788594,222.7686834,2.814852362,3.395486288,0.002460657
1211,110-10220,0.999914408,0.000178621,-2.59E-06,1.41E-04,70.89932886,75.81474086,1.000092983,0.000208148,174.0738255,101.7554098,0.99943924,0.000176392,1.00002718,0.003324217,137.5788594,222.7686834,2.814852362,3.395486288,0.001569167
1212,110-10230,1.0009619,0.00073763,-6.60E-07,0.000340006,114.6615385,80.69797522,1.001373172,0.000723917,141.8923077,120.6858993,1.000498533,0.000772102,1.00002718,0.003324217,137.5788594,222.7686834,2.814852362,3.395486288,0.002649778
1213,110-10243,0.999372959,0.000337314,5.03E-06,1.59E-04,115.4921875,64.61402702,0.999792337,0.000239185,123.9140625,149.7505915,0.999086618,0.000151192,1.00002718,0.003324217,137.5788594,222.7686834,2.814852362,3.395486288,0.002594748
1214,110-10250,1.001454711,0.00143347,2.97E-05,3.80E-04,139.9923077,112.6431214,1.002421737,0.001851123,139.3384615,114.4825605,1.000587225,0.001387539,1.00002718,0.003324217,137.5788594,222.7686834,2.814852362,3.395486288,0.006717054
1215,110-10262,1.002108932,0.000934273,1.51E-06,2.58E-04,74.18904594,59.12708335,1.00247252,0.000912716,70.4770318,65.94493817,1.001793981,0.00089631,1.00002718,0.003324217,137.5788594,222.7686834,2.814852362,3.395486288,0.005861414
1216,110-10264,0.999801517,0.000643634,1.64E-08,1.64E-04,145.637931,89.44290269,1.000285983,0.000540631,100.3017241,87.24248139,0.999456882,0.0005582,1.00002718,0.003324217,137.5788594,222.7686834,2.814852362,3.395486288,0.00292599
1217,110-10291,1.001392841,0.000677327,1.09E-05,2.39E-04,136.4894737,101.0512856,1.001814723,0.000635066,133.4157895,132.589755,1.001027942,0.000691422,1.00002718,0.003324217,137.5788594,222.7686834,2.814852362,3.395486288,0.002598413
1218,110-10311,0.99964571,0.000594484,5.09E-07,0.000308322,165.1099291,115.3040788,1.000443935,0.000605543,75.73049645,78.19451787,0.99930501,0.000532577,1.00002718,0.003324217,137.5788594,222.7686834,2.814852362,3.395486288,0.003624139
1219,110-10321,0.997793138,0.000698924,-1.58E-05,0.000229383,64.07563025,56.74969718,0.998209476,0.000592425,57.21008403,70.79726055,0.997478187,0.000512625,1.00002718,0.003324217,137.5788594,222.7686834,2.814852362,3.395486288,0.002852585
1220,110-10326,0.997803926,0.001446232,-1.51E-06,2.61E-04,125.7203065,66.28698046,0.998602629,0.001314421,67.03448276,70.12008079,0.997431636,0.001366671,1.00002718,0.003324217,137.5788594,222.7686834,2.814852362,3.395486288,0.004443693
1221,110-10336,1.001456976,0.000270231,6.61E-06,0.000201852,114.3798077,106.3698087,1.001815677,0.000316462,184.1346154,183.2877971,1.000957847,0.000263884,1.00002718,0.003324217,137.5788594,222.7686834,2.814852362,3.395486288,0.002444606
